ufc04f	99:0:0:8:8:192:192:u31fc
ufc050	99:0:0:8:8:192:192:u31fd
ufc051	99:0:0:8:8:192:192:u31fe
ufc052	99:0:0:8:8:192:192:u31ff
ufc053	99:0:0:8:8:192:192:aj1-12270
ufc054	99:0:0:8:8:192:192:aj1-12272
ufc055	99:0:0:0:0:200:200:u2260-halfwidth
ufc056	99:0:0:0:0:200:200:u2266
ufc057	99:0:0:0:0:200:200:u2267
ufc058	99:0:0:0:0:200:200:u221e
ufc059	99:0:0:0:0:200:200:u2234
ufc05a	99:0:0:0:0:200:200:u2103
ufc05b	99:0:0:0:0:200:200:u30ff
ufc05c	99:0:0:0:0:200:200:u309f
ufc05d	99:0:0:0:0:200:200:u2208
ufc05e	99:0:0:0:0:200:200:u220b
ufc05f	99:0:0:0:0:200:200:u2286
ufc060	99:0:0:0:0:200:200:u2287
ufc061	99:0:0:0:0:200:200:u2282
ufc062	99:0:0:0:0:200:200:u2283
ufc063	99:0:0:0:0:200:200:u222a
ufc064	99:0:0:0:0:200:200:u2229
ufc065	99:0:0:0:0:200:200:u2284
ufc066	99:0:0:0:0:200:200:u2285
ufc067	99:0:0:0:0:200:200:u228a
ufc068	99:0:0:0:0:200:200:u228b
ufc069	99:0:0:0:0:200:200:u2209
ufc06a	99:0:0:0:0:200:200:u2205
ufc06b	99:0:0:0:0:200:200:u2305
ufc06c	99:0:0:0:0:200:200:u2306
ufc06d	99:0:0:0:0:200:200:u2227
ufc06e	99:0:0:0:0:200:200:u2228
ufc06f	99:0:0:0:0:200:200:u21d2
ufc070	99:0:0:0:0:200:200:u21d4
ufc071	99:0:0:0:0:200:200:u2200
ufc072	99:0:0:0:0:200:200:u2203
ufc073	99:0:0:0:0:200:200:u2295
ufc074	99:0:0:0:0:200:200:u2296
ufc075	99:0:0:0:0:200:200:u2297
ufc076	99:0:0:0:0:200:200:u2225
ufc077	99:0:0:0:0:200:200:u2226
ufc078	99:0:0:0:0:200:200:u2220
ufc079	99:0:0:0:0:200:200:u22a5
ufc07a	99:0:0:0:0:200:200:u2202
ufc07b	99:0:0:0:0:200:200:u2207
ufc07c	99:0:0:0:0:200:200:u2261
ufc07d	99:0:0:0:0:200:200:u2252
ufc07e	99:0:0:0:0:200:200:u226a
ufc07f	99:0:0:0:0:200:200:u226b
ufc080	99:0:0:0:0:200:200:u221a
ufc081	99:0:0:0:0:200:200:u223d
ufc082	99:0:0:0:0:200:200:u221d
ufc083	99:0:0:0:0:200:200:u2235
ufc084	99:0:0:0:0:200:200:u222b-halfwidth
ufc085	99:0:0:0:0:200:200:u222c
ufc086	99:0:0:0:0:200:200:u2262
ufc087	99:0:0:0:0:200:200:u2243
ufc088	99:0:0:0:0:200:200:u2245
ufc089	99:0:0:0:0:200:200:u2248
ufc08a	99:0:0:0:0:200:200:u2276
ufc08b	99:0:0:0:0:200:200:u2277
ufc08c	99:0:0:0:0:200:200:u2194
ufc08d	99:0:0:0:0:200:200:u2213
ufc08e	99:0:0:0:0:200:200:u2135
ufc08f	99:0:0:0:0:200:200:u210f
ufc090	99:0:0:0:0:200:200:u2127
ufc091	99:0:0:0:0:200:200:u30a0
ufc092	99:0:0:0:0:200:200:u22da
ufc093	99:0:0:0:0:200:200:u22db
ufc095	99:0:0:0:0:200:200:u2318
ufd017	99:0:0:25:25:175:175:u7d42
ufd01e	99:0:0:25:25:175:175:u6bb5
ufd01f	99:0:0:25:25:175:175:u30b4
ufd020	99:0:0:25:25:175:175:u30df
ufd049	99:0:0:25:25:175:175:u5e74
ufd04b	99:0:0:25:25:175:175:u5929
ufd04c	99:0:0:25:25:175:175:u518d
ufd04d	99:0:0:25:25:175:175:u65b0
ufd04e	99:0:0:25:25:175:175:u6620
ufd04f	99:0:0:25:25:175:175:u58f0
ufd050	99:0:0:25:25:175:175:u524d
ufd051	99:0:0:25:25:175:175:u5f8c
ufd052	99:0:0:25:25:175:175:u7d42
ufd053	99:0:0:25:25:175:175:u7acb
ufd054	99:0:0:25:25:175:175:u4ea4
ufd055	99:0:0:25:25:175:175:u1f200
ufd056	99:0:0:25:25:175:175:u5287
ufd057	99:0:0:25:25:175:175:u53f8
ufd058	99:0:0:25:25:175:175:u89e3
ufd059	99:0:0:25:25:175:175:u682a
ufd05a	99:0:0:25:25:175:175:u6c17
ufd05b	99:0:0:25:25:175:175:u4e8c
ufd05c	99:0:0:25:25:175:175:u591a
ufd05d	99:0:0:25:25:175:175:u6587
ufd05e	99:0:0:25:25:175:175:u624b
ufd061	99:0:0:25:25:175:175:u53cc
ufd066	99:0:0:25:25:175:175:u30c7
